# ln(x) rounding bounds for all valid bfloat16 inputs (MPFR 4.2.1)
# lb=(y_prev+y)/2, ub=(y+y_next)/2; edge open/closed by ties-to-even
#   y even -> [lb,ub] rounds to y (closed); y odd -> (lb,ub) (open)
# columns: u,i1,i2,scope,edge,lb_hex,ub_hex,y_hex,y_bits,lb_dec,ub_dec
215,1,87,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
216,1,88,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
217,1,89,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
218,1,90,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
219,1,91,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
220,1,92,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
221,1,93,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
222,1,94,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
223,1,95,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
224,1,96,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
225,1,97,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
226,1,98,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
227,1,99,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
228,1,100,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
229,1,101,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
230,1,102,LP,closed,-0x5.74p+4,-0x5.6cp+4,-0x5.7p+4,0xC2AE,-87.25,-86.75
231,1,103,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
232,1,104,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
233,1,105,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
234,1,106,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
235,1,107,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
236,1,108,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
237,1,109,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
238,1,110,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
239,1,111,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
240,1,112,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
241,1,113,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
242,1,114,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
243,1,115,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
244,1,116,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
245,1,117,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
246,1,118,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
247,1,119,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
248,1,120,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
249,1,121,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
250,1,122,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
251,1,123,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
252,1,124,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
253,1,125,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
254,1,126,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
255,1,127,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
256,2,0,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
257,2,1,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
258,2,2,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
259,2,3,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
260,2,4,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
261,2,5,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
262,2,6,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
263,2,7,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
264,2,8,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
265,2,9,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
266,2,10,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
267,2,11,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
268,2,12,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
269,2,13,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
270,2,14,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
271,2,15,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
272,2,16,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
273,2,17,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
274,2,18,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
275,2,19,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
276,2,20,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
277,2,21,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
278,2,22,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
279,2,23,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
280,2,24,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
281,2,25,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
282,2,26,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
283,2,27,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
284,2,28,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
285,2,29,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
286,2,30,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
287,2,31,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
288,2,32,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
289,2,33,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
290,2,34,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
291,2,35,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
292,2,36,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
293,2,37,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
294,2,38,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
295,2,39,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
296,2,40,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
297,2,41,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
298,2,42,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
299,2,43,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
300,2,44,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
301,2,45,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
302,2,46,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
303,2,47,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
304,2,48,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
305,2,49,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
306,2,50,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
307,2,51,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
308,2,52,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
309,2,53,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
310,2,54,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
311,2,55,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
312,2,56,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
313,2,57,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
314,2,58,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
315,2,59,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
316,2,60,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
317,2,61,LP,open,-0x5.6cp+4,-0x5.64p+4,-0x5.68p+4,0xC2AD,-86.75,-86.25
318,2,62,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
319,2,63,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
320,2,64,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
321,2,65,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
322,2,66,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
323,2,67,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
324,2,68,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
325,2,69,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
326,2,70,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
327,2,71,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
328,2,72,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
329,2,73,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
330,2,74,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
331,2,75,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
332,2,76,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
333,2,77,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
334,2,78,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
335,2,79,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
336,2,80,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
337,2,81,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
338,2,82,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
339,2,83,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
340,2,84,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
341,2,85,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
342,2,86,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
343,2,87,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
344,2,88,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
345,2,89,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
346,2,90,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
347,2,91,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
348,2,92,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
349,2,93,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
350,2,94,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
351,2,95,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
352,2,96,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
353,2,97,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
354,2,98,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
355,2,99,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
356,2,100,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
357,2,101,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
358,2,102,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
359,2,103,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
360,2,104,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
361,2,105,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
362,2,106,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
363,2,107,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
364,2,108,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
365,2,109,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
366,2,110,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
367,2,111,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
368,2,112,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
369,2,113,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
370,2,114,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
371,2,115,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
372,2,116,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
373,2,117,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
374,2,118,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
375,2,119,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
376,2,120,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
377,2,121,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
378,2,122,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
379,2,123,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
380,2,124,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
381,2,125,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
382,2,126,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
383,2,127,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
384,3,0,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
385,3,1,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
386,3,2,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
387,3,3,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
388,3,4,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
389,3,5,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
390,3,6,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
391,3,7,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
392,3,8,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
393,3,9,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
394,3,10,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
395,3,11,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
396,3,12,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
397,3,13,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
398,3,14,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
399,3,15,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
400,3,16,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
401,3,17,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
402,3,18,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
403,3,19,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
404,3,20,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
405,3,21,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
406,3,22,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
407,3,23,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
408,3,24,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
409,3,25,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
410,3,26,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
411,3,27,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
412,3,28,LP,closed,-0x5.64p+4,-0x5.5cp+4,-0x5.6p+4,0xC2AC,-86.25,-85.75
413,3,29,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
414,3,30,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
415,3,31,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
416,3,32,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
417,3,33,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
418,3,34,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
419,3,35,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
420,3,36,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
421,3,37,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
422,3,38,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
423,3,39,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
424,3,40,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
425,3,41,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
426,3,42,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
427,3,43,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
428,3,44,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
429,3,45,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
430,3,46,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
431,3,47,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
432,3,48,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
433,3,49,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
434,3,50,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
435,3,51,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
436,3,52,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
437,3,53,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
438,3,54,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
439,3,55,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
440,3,56,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
441,3,57,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
442,3,58,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
443,3,59,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
444,3,60,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
445,3,61,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
446,3,62,LP,open,-0x5.5cp+4,-0x5.54p+4,-0x5.58p+4,0xC2AB,-85.75,-85.25
